"","eventID","caseID","eventType","eventTime","variable","value"
"5557","CALL.2.1832",2,"Call Received",2013-05-05 04:08:10,"Occurance","1"
"5558","CALL.2.1833",2,"Call Received",2013-05-06 22:29:14,"Occurance","1"
"5559","CALL.2.1834",2,"Call Received",2013-05-07 10:38:07,"Occurance","1"
"5560","CALL.2.1835",2,"Call Received",2013-05-07 16:59:26,"Occurance","1"
"5561","CALL.2.1836",2,"Call Received",2013-05-08 06:04:33,"Occurance","1"
"5562","CALL.2.1837",2,"Call Received",2013-05-08 09:05:02,"Occurance","1"
"5563","CALL.2.1838",2,"Call Received",2013-05-09 03:50:12,"Occurance","1"
"5564","CALL.2.1839",2,"Call Received",2013-05-09 09:47:07,"Occurance","1"
"5565","CALL.2.1840",2,"Call Received",2013-05-09 22:48:53,"Occurance","1"
"5566","CALL.2.1841",2,"Call Received",2013-05-10 12:04:26,"Occurance","1"
"5567","CALL.2.1842",2,"Call Received",2013-05-11 02:49:22,"Occurance","1"
"5568","CALL.2.1843",2,"Call Received",2013-05-11 17:11:49,"Occurance","1"
"5569","CALL.2.1844",2,"Call Received",2013-05-14 14:23:14,"Occurance","1"
"5570","CALL.2.1845",2,"Call Received",2013-05-14 19:54:51,"Occurance","1"
"5571","CALL.2.1846",2,"Call Received",2013-05-15 11:00:39,"Occurance","1"
"5572","CALL.2.1847",2,"Call Received",2013-05-15 20:12:42,"Occurance","1"
"5573","CALL.2.1848",2,"Call Received",2013-05-15 21:46:30,"Occurance","1"
"5574","CALL.2.1849",2,"Call Received",2013-05-17 06:25:12,"Occurance","1"
"5575","CALL.2.1850",2,"Call Received",2013-05-17 08:43:54,"Occurance","1"
"5576","CALL.2.1851",2,"Call Received",2013-05-18 04:49:58,"Occurance","1"
"5577","CALL.2.1852",2,"Call Received",2013-05-18 07:02:20,"Occurance","1"
"5578","CALL.2.1853",2,"Call Received",2013-05-18 07:17:01,"Occurance","1"
"5579","CALL.2.1854",2,"Call Received",2013-05-18 10:43:58,"Occurance","1"
"5580","CALL.2.1855",2,"Call Received",2013-05-19 11:43:34,"Occurance","1"
"5581","CALL.2.1856",2,"Call Received",2013-05-19 13:11:21,"Occurance","1"
"5582","CALL.2.1857",2,"Call Received",2013-05-19 16:33:36,"Occurance","1"
"5583","CALL.2.1858",2,"Call Received",2013-05-19 20:23:42,"Occurance","1"
"5584","CALL.2.1859",2,"Call Received",2013-05-20 04:31:12,"Occurance","1"
"5585","CALL.2.1860",2,"Call Received",2013-05-20 10:44:23,"Occurance","1"
"5586","CALL.2.1861",2,"Call Received",2013-05-21 03:15:18,"Occurance","1"
"5587","CALL.2.1862",2,"Call Received",2013-05-21 10:01:24,"Occurance","1"
"5588","CALL.2.1863",2,"Call Received",2013-05-21 16:13:26,"Occurance","1"
"5589","CALL.2.1864",2,"Call Received",2013-05-22 04:21:38,"Occurance","1"
"5590","CALL.2.1865",2,"Call Received",2013-05-24 12:56:00,"Occurance","1"
"5591","CALL.2.1866",2,"Call Received",2013-05-25 00:24:31,"Occurance","1"
"5592","CALL.2.1867",2,"Call Received",2013-05-25 03:59:31,"Occurance","1"
"5593","CALL.2.1868",2,"Call Received",2013-05-25 22:05:20,"Occurance","1"
"5594","CALL.2.1869",2,"Call Received",2013-05-25 23:51:55,"Occurance","1"
"5595","CALL.2.1870",2,"Call Received",2013-05-26 06:13:38,"Occurance","1"
"5596","CALL.2.1871",2,"Call Received",2013-05-26 06:37:45,"Occurance","1"
"5597","CALL.2.1872",2,"Call Received",2013-05-26 13:11:19,"Occurance","1"
"5598","CALL.2.1873",2,"Call Received",2013-05-26 20:30:28,"Occurance","1"
"5599","CALL.2.1874",2,"Call Received",2013-05-27 18:00:40,"Occurance","1"
"5600","CALL.2.1875",2,"Call Received",2013-05-28 17:48:23,"Occurance","1"
"5601","CALL.2.1876",2,"Call Received",2013-05-29 22:18:56,"Occurance","1"
"5602","CALL.2.1877",2,"Call Received",2013-05-30 15:28:49,"Occurance","1"
"5603","CALL.2.1878",2,"Call Received",2013-05-30 17:25:29,"Occurance","1"
"5604","CALL.2.1879",2,"Call Received",2013-05-30 18:59:05,"Occurance","1"
"5605","CALL.2.1880",2,"Call Received",2013-05-31 00:01:17,"Occurance","1"
"5606","CALL.2.1881",2,"Call Received",2013-05-31 09:09:50,"Occurance","1"
"5607","CALL.2.1882",2,"Call Received",2013-05-31 16:59:17,"Occurance","1"
"5608","CALL.2.1883",2,"Call Received",2013-06-02 01:44:21,"Occurance","1"
"5609","CALL.2.1884",2,"Call Received",2013-06-03 00:55:54,"Occurance","1"
"5610","CALL.2.1885",2,"Call Received",2013-06-04 09:44:26,"Occurance","1"
"5611","CALL.2.1886",2,"Call Received",2013-06-04 18:17:14,"Occurance","1"
"5612","CALL.2.1887",2,"Call Received",2013-06-04 19:24:28,"Occurance","1"
"5613","CALL.2.1888",2,"Call Received",2013-06-04 20:32:43,"Occurance","1"
"5614","CALL.2.1889",2,"Call Received",2013-06-04 23:36:08,"Occurance","1"
"5615","CALL.2.1890",2,"Call Received",2013-06-05 22:29:49,"Occurance","1"
"5616","CALL.2.1891",2,"Call Received",2013-06-07 16:53:44,"Occurance","1"
"5617","CALL.2.1892",2,"Call Received",2013-06-08 11:16:07,"Occurance","1"
"5618","CALL.2.1893",2,"Call Received",2013-06-08 16:06:51,"Occurance","1"
"5619","CALL.2.1894",2,"Call Received",2013-06-08 18:18:16,"Occurance","1"
"5620","CALL.2.1895",2,"Call Received",2013-06-09 13:22:59,"Occurance","1"
"5621","CALL.2.1896",2,"Call Received",2013-06-09 23:57:48,"Occurance","1"
"5622","CALL.2.1897",2,"Call Received",2013-06-10 12:52:36,"Occurance","1"
"5623","CALL.2.1898",2,"Call Received",2013-06-11 00:38:47,"Occurance","1"
"5624","CALL.2.1899",2,"Call Received",2013-06-11 03:46:19,"Occurance","1"
"5625","CALL.2.1900",2,"Call Received",2013-06-11 03:52:15,"Occurance","1"
"5626","CALL.2.1901",2,"Call Received",2013-06-11 08:35:24,"Occurance","1"
"5627","CALL.2.1902",2,"Call Received",2013-06-11 18:10:53,"Occurance","1"
"5628","CALL.2.1903",2,"Call Received",2013-06-11 21:32:50,"Occurance","1"
"5629","CALL.2.1904",2,"Call Received",2013-06-12 10:38:42,"Occurance","1"
"5630","CALL.2.1905",2,"Call Received",2013-06-13 09:52:08,"Occurance","1"
"5631","CALL.2.1906",2,"Call Received",2013-06-13 18:41:36,"Occurance","1"
"5632","CALL.2.1907",2,"Call Received",2013-06-13 20:59:07,"Occurance","1"
"5633","CALL.2.1908",2,"Call Received",2013-06-15 01:21:03,"Occurance","1"
"5634","CALL.2.1909",2,"Call Received",2013-06-15 04:44:43,"Occurance","1"
"5635","CALL.2.1910",2,"Call Received",2013-06-15 06:37:25,"Occurance","1"
"5636","CALL.2.1911",2,"Call Received",2013-06-15 08:40:43,"Occurance","1"
"5637","CALL.2.1912",2,"Call Received",2013-06-15 19:54:22,"Occurance","1"
"5638","CALL.2.1913",2,"Call Received",2013-06-16 14:08:17,"Occurance","1"
"5639","CALL.2.1914",2,"Call Received",2013-06-16 15:55:42,"Occurance","1"
"5640","CALL.2.1915",2,"Call Received",2013-06-16 20:48:52,"Occurance","1"
"5641","CALL.2.1916",2,"Call Received",2013-06-17 08:28:28,"Occurance","1"
"5642","CALL.2.1917",2,"Call Received",2013-06-19 02:43:59,"Occurance","1"
"5643","CALL.2.1918",2,"Call Received",2013-06-21 03:17:07,"Occurance","1"
"5644","CALL.2.1919",2,"Call Received",2013-06-21 06:39:29,"Occurance","1"
"5645","CALL.2.1920",2,"Call Received",2013-06-21 07:17:43,"Occurance","1"
"5646","CALL.2.1921",2,"Call Received",2013-06-21 14:58:43,"Occurance","1"
"5647","CALL.2.1922",2,"Call Received",2013-06-21 15:58:03,"Occurance","1"
"5648","CALL.2.1923",2,"Call Received",2013-06-21 22:15:52,"Occurance","1"
"5649","CALL.2.1924",2,"Call Received",2013-06-22 04:13:05,"Occurance","1"
"5650","CALL.2.1925",2,"Call Received",2013-06-22 20:05:20,"Occurance","1"
"5651","CALL.2.1926",2,"Call Received",2013-06-24 01:11:57,"Occurance","1"
"5652","CALL.2.1927",2,"Call Received",2013-06-24 01:24:43,"Occurance","1"
"5653","CALL.2.1928",2,"Call Received",2013-06-24 04:00:53,"Occurance","1"
"5654","CALL.2.1929",2,"Call Received",2013-06-24 04:36:22,"Occurance","1"
"5655","CALL.2.1930",2,"Call Received",2013-06-24 09:00:16,"Occurance","1"
"5656","CALL.2.1931",2,"Call Received",2013-06-24 13:06:23,"Occurance","1"
"5657","CALL.2.1932",2,"Call Received",2013-06-24 21:08:47,"Occurance","1"
"5658","CALL.2.1933",2,"Call Received",2013-06-25 05:30:55,"Occurance","1"
"5659","CALL.2.1934",2,"Call Received",2013-06-26 04:18:38,"Occurance","1"
"5660","CALL.2.1935",2,"Call Received",2013-06-26 05:04:27,"Occurance","1"
"5661","CALL.2.1936",2,"Call Received",2013-06-26 14:52:32,"Occurance","1"
"5662","CALL.2.1937",2,"Call Received",2013-06-26 20:49:46,"Occurance","1"
"5663","CALL.2.1938",2,"Call Received",2013-06-27 09:19:16,"Occurance","1"
"5664","CALL.2.1939",2,"Call Received",2013-06-27 20:05:05,"Occurance","1"
"5665","CALL.2.1940",2,"Call Received",2013-06-27 20:59:57,"Occurance","1"
"5666","CALL.2.1941",2,"Call Received",2013-06-28 01:57:37,"Occurance","1"
"5667","CALL.2.1942",2,"Call Received",2013-06-28 16:47:06,"Occurance","1"
"5668","CALL.2.1943",2,"Call Received",2013-06-30 17:36:27,"Occurance","1"
"5669","CALL.2.1944",2,"Call Received",2013-07-01 05:05:45,"Occurance","1"
"5670","CALL.2.1945",2,"Call Received",2013-07-01 06:01:51,"Occurance","1"
"5671","CALL.2.1946",2,"Call Received",2013-07-01 06:35:32,"Occurance","1"
"5672","CALL.2.1947",2,"Call Received",2013-07-01 06:51:04,"Occurance","1"
"5673","CALL.2.1948",2,"Call Received",2013-07-03 01:28:31,"Occurance","1"
"5674","CALL.2.1949",2,"Call Received",2013-07-04 18:16:44,"Occurance","1"
"5675","CALL.2.1950",2,"Call Received",2013-07-04 20:01:22,"Occurance","1"
"5676","CALL.2.1951",2,"Call Received",2013-07-04 22:35:21,"Occurance","1"
"5677","CALL.2.1952",2,"Call Received",2013-07-05 01:23:36,"Occurance","1"
"5678","CALL.2.1953",2,"Call Received",2013-07-05 15:35:13,"Occurance","1"
"5679","CALL.2.1954",2,"Call Received",2013-07-05 16:41:31,"Occurance","1"
"5680","CALL.2.1955",2,"Call Received",2013-07-05 23:14:35,"Occurance","1"
"5681","CALL.2.1956",2,"Call Received",2013-07-06 07:22:19,"Occurance","1"
"5682","CALL.2.1957",2,"Call Received",2013-07-06 12:34:50,"Occurance","1"
"5683","CALL.2.1958",2,"Call Received",2013-07-06 16:37:38,"Occurance","1"
"5684","CALL.2.1959",2,"Call Received",2013-07-10 00:23:17,"Occurance","1"
"5685","CALL.2.1960",2,"Call Received",2013-07-10 05:23:05,"Occurance","1"
"5686","CALL.2.1961",2,"Call Received",2013-07-11 03:42:08,"Occurance","1"
"5687","CALL.2.1962",2,"Call Received",2013-07-11 07:20:52,"Occurance","1"
"5688","CALL.2.1963",2,"Call Received",2013-07-11 09:56:55,"Occurance","1"
"5689","CALL.2.1964",2,"Call Received",2013-07-11 10:32:19,"Occurance","1"
"5690","CALL.2.1965",2,"Call Received",2013-07-11 12:05:10,"Occurance","1"
"5691","CALL.2.1966",2,"Call Received",2013-07-11 13:34:49,"Occurance","1"
"5692","CALL.2.1967",2,"Call Received",2013-07-11 16:40:26,"Occurance","1"
"5693","CALL.2.1968",2,"Call Received",2013-07-12 11:42:05,"Occurance","1"
"5694","CALL.2.1969",2,"Call Received",2013-07-13 13:26:22,"Occurance","1"
"5695","CALL.2.1970",2,"Call Received",2013-07-13 21:11:15,"Occurance","1"
"5696","CALL.2.1971",2,"Call Received",2013-07-13 22:48:42,"Occurance","1"
"5697","CALL.2.1972",2,"Call Received",2013-07-14 11:30:47,"Occurance","1"
"5698","CALL.2.1973",2,"Call Received",2013-07-17 00:24:32,"Occurance","1"
"5699","CALL.2.1974",2,"Call Received",2013-07-17 08:51:01,"Occurance","1"
"5700","CALL.2.1975",2,"Call Received",2013-07-17 17:22:41,"Occurance","1"
"5701","CALL.2.1976",2,"Call Received",2013-07-18 11:09:11,"Occurance","1"
"5702","CALL.2.1977",2,"Call Received",2013-07-19 04:03:32,"Occurance","1"
"5703","CALL.2.1978",2,"Call Received",2013-07-19 22:01:01,"Occurance","1"
"5704","CALL.2.1979",2,"Call Received",2013-07-20 07:43:28,"Occurance","1"
"5705","CALL.2.1980",2,"Call Received",2013-07-21 19:36:48,"Occurance","1"
"5706","CALL.2.1981",2,"Call Received",2013-07-22 20:38:13,"Occurance","1"
"5707","CALL.2.1982",2,"Call Received",2013-07-23 03:49:54,"Occurance","1"
"5708","CALL.2.1983",2,"Call Received",2013-07-23 08:41:30,"Occurance","1"
"5709","CALL.2.1984",2,"Call Received",2013-07-23 17:56:21,"Occurance","1"
"5710","CALL.2.1985",2,"Call Received",2013-07-24 10:24:45,"Occurance","1"
"5711","CALL.2.1986",2,"Call Received",2013-07-24 13:00:34,"Occurance","1"
"5712","CALL.2.1987",2,"Call Received",2013-07-25 06:24:12,"Occurance","1"
"5713","CALL.2.1988",2,"Call Received",2013-07-25 07:02:40,"Occurance","1"
"5714","CALL.2.1989",2,"Call Received",2013-07-25 13:27:07,"Occurance","1"
"5715","CALL.2.1990",2,"Call Received",2013-07-26 01:27:04,"Occurance","1"
"5716","CALL.2.1991",2,"Call Received",2013-07-26 04:11:30,"Occurance","1"
"5717","CALL.2.1992",2,"Call Received",2013-07-27 01:46:44,"Occurance","1"
"5718","CALL.2.1993",2,"Call Received",2013-07-27 07:03:08,"Occurance","1"
"5719","CALL.2.1994",2,"Call Received",2013-07-27 14:15:53,"Occurance","1"
"5720","CALL.2.1995",2,"Call Received",2013-07-27 20:25:45,"Occurance","1"
"5721","CALL.2.1996",2,"Call Received",2013-07-28 13:55:42,"Occurance","1"
"5722","CALL.2.1997",2,"Call Received",2013-07-28 15:00:54,"Occurance","1"
"5723","CALL.2.1998",2,"Call Received",2013-07-28 18:41:24,"Occurance","1"
"5724","CALL.2.1999",2,"Call Received",2013-07-29 04:00:48,"Occurance","1"
"5725","CALL.2.2000",2,"Call Received",2013-07-29 10:09:30,"Occurance","1"
"5726","CALL.2.2001",2,"Call Received",2013-07-29 13:54:43,"Occurance","1"
"5727","CALL.2.2002",2,"Call Received",2013-07-29 20:42:38,"Occurance","1"
"5728","CALL.2.2003",2,"Call Received",2013-07-30 11:52:49,"Occurance","1"
"5729","CALL.2.2004",2,"Call Received",2013-07-31 00:51:42,"Occurance","1"
"5730","CALL.2.2005",2,"Call Received",2013-07-31 14:13:53,"Occurance","1"
"5731","CALL.2.2006",2,"Call Received",2013-08-01 01:27:04,"Occurance","1"
"5732","CALL.2.2007",2,"Call Received",2013-08-01 12:31:56,"Occurance","1"
"5733","CALL.2.2008",2,"Call Received",2013-08-01 19:35:45,"Occurance","1"
"5734","CALL.2.2009",2,"Call Received",2013-08-01 19:58:34,"Occurance","1"
"5735","CALL.2.2010",2,"Call Received",2013-08-03 08:07:19,"Occurance","1"
"5736","CALL.2.2011",2,"Call Received",2013-08-03 21:50:31,"Occurance","1"
"5737","CALL.2.2012",2,"Call Received",2013-08-04 03:33:39,"Occurance","1"
"5738","CALL.2.2013",2,"Call Received",2013-08-04 11:45:22,"Occurance","1"
"5739","CALL.2.2014",2,"Call Received",2013-08-04 12:00:56,"Occurance","1"
"5740","CALL.2.2015",2,"Call Received",2013-08-04 18:06:13,"Occurance","1"
"5741","CALL.2.2016",2,"Call Received",2013-08-06 00:45:54,"Occurance","1"
"5742","CALL.2.2017",2,"Call Received",2013-08-06 01:53:10,"Occurance","1"
"5743","CALL.2.2018",2,"Call Received",2013-08-07 08:06:55,"Occurance","1"
"5744","CALL.2.2019",2,"Call Received",2013-08-08 12:00:07,"Occurance","1"
"5745","CALL.2.2020",2,"Call Received",2013-08-09 16:25:47,"Occurance","1"
"5746","CALL.2.2021",2,"Call Received",2013-08-10 01:28:49,"Occurance","1"
"5747","CALL.2.2022",2,"Call Received",2013-08-10 02:09:01,"Occurance","1"
"5748","CALL.2.2023",2,"Call Received",2013-08-10 14:50:38,"Occurance","1"
"5749","CALL.2.2024",2,"Call Received",2013-08-11 07:38:04,"Occurance","1"
"5750","CALL.2.2025",2,"Call Received",2013-08-12 10:10:46,"Occurance","1"
"5751","CALL.2.2026",2,"Call Received",2013-08-12 23:18:14,"Occurance","1"
"5752","CALL.2.2027",2,"Call Received",2013-08-13 15:49:56,"Occurance","1"
"5753","CALL.2.2028",2,"Call Received",2013-08-14 01:28:55,"Occurance","1"
"5754","CALL.2.2029",2,"Call Received",2013-08-14 22:17:52,"Occurance","1"
"5755","CALL.2.2030",2,"Call Received",2013-08-15 06:09:27,"Occurance","1"
"5756","CALL.2.2031",2,"Call Received",2013-08-15 16:14:14,"Occurance","1"
"5757","CALL.2.2032",2,"Call Received",2013-08-16 04:55:30,"Occurance","1"
"5758","CALL.2.2033",2,"Call Received",2013-08-16 06:26:03,"Occurance","1"
"5759","CALL.2.2034",2,"Call Received",2013-08-16 10:03:35,"Occurance","1"
"5760","CALL.2.2035",2,"Call Received",2013-08-16 10:34:04,"Occurance","1"
"5761","CALL.2.2036",2,"Call Received",2013-08-16 11:34:21,"Occurance","1"
"5762","CALL.2.2037",2,"Call Received",2013-08-18 02:06:40,"Occurance","1"
"5763","CALL.2.2038",2,"Call Received",2013-08-18 12:58:20,"Occurance","1"
"5764","CALL.2.2039",2,"Call Received",2013-08-19 03:37:29,"Occurance","1"
"5765","CALL.2.2040",2,"Call Received",2013-08-19 09:13:52,"Occurance","1"
"5766","CALL.2.2041",2,"Call Received",2013-08-20 00:45:16,"Occurance","1"
"5767","CALL.2.2042",2,"Call Received",2013-08-20 05:14:03,"Occurance","1"
"5768","CALL.2.2043",2,"Call Received",2013-08-20 05:28:10,"Occurance","1"
"5769","CALL.2.2044",2,"Call Received",2013-08-21 08:38:53,"Occurance","1"
"5770","CALL.2.2045",2,"Call Received",2013-08-22 01:12:02,"Occurance","1"
"5771","CALL.2.2046",2,"Call Received",2013-08-22 15:34:36,"Occurance","1"
"5772","CALL.2.2047",2,"Call Received",2013-08-22 16:03:53,"Occurance","1"
"5773","CALL.2.2048",2,"Call Received",2013-08-23 11:44:32,"Occurance","1"
"5774","CALL.2.2049",2,"Call Received",2013-08-24 09:29:39,"Occurance","1"
"5775","CALL.2.2050",2,"Call Received",2013-08-27 09:52:35,"Occurance","1"
"5776","CALL.2.2051",2,"Call Received",2013-08-27 16:55:17,"Occurance","1"
"5777","CALL.2.2052",2,"Call Received",2013-08-27 21:13:30,"Occurance","1"
"5778","CALL.2.2053",2,"Call Received",2013-08-28 00:05:23,"Occurance","1"
"5779","CALL.2.2054",2,"Call Received",2013-08-28 10:44:33,"Occurance","1"
"5780","CALL.2.2055",2,"Call Received",2013-08-28 16:00:47,"Occurance","1"
"5781","CALL.2.2056",2,"Call Received",2013-08-28 20:59:26,"Occurance","1"
"5782","CALL.2.2057",2,"Call Received",2013-08-29 17:12:08,"Occurance","1"
"5783","CALL.2.2058",2,"Call Received",2013-08-29 21:15:31,"Occurance","1"
"5784","CALL.2.2059",2,"Call Received",2013-08-30 01:41:53,"Occurance","1"
"5785","CALL.2.2060",2,"Call Received",2013-08-30 22:01:47,"Occurance","1"
"5786","CALL.2.2061",2,"Call Received",2013-08-31 03:25:42,"Occurance","1"
"5787","CALL.2.2062",2,"Call Received",2013-08-31 04:17:49,"Occurance","1"
"5788","CALL.2.2063",2,"Call Received",2013-08-31 08:06:01,"Occurance","1"
"5789","CALL.2.2064",2,"Call Received",2013-09-01 01:29:31,"Occurance","1"
"5790","CALL.2.2065",2,"Call Received",2013-09-01 01:42:46,"Occurance","1"
"5791","CALL.2.2066",2,"Call Received",2013-09-01 06:59:07,"Occurance","1"
"5792","CALL.2.2067",2,"Call Received",2013-09-02 05:39:47,"Occurance","1"
"5793","CALL.2.2068",2,"Call Received",2013-09-02 09:27:30,"Occurance","1"
"5794","CALL.2.2069",2,"Call Received",2013-09-02 13:14:47,"Occurance","1"
"5795","CALL.2.2070",2,"Call Received",2013-09-02 19:57:12,"Occurance","1"
"5796","CALL.2.2071",2,"Call Received",2013-09-04 07:52:18,"Occurance","1"
"5797","CALL.2.2072",2,"Call Received",2013-09-04 15:43:06,"Occurance","1"
"5798","CALL.2.2073",2,"Call Received",2013-09-04 19:35:15,"Occurance","1"
"5799","CALL.2.2074",2,"Call Received",2013-09-05 01:54:49,"Occurance","1"
"5800","CALL.2.2075",2,"Call Received",2013-09-05 15:00:09,"Occurance","1"
"5801","CALL.2.2076",2,"Call Received",2013-09-06 05:37:46,"Occurance","1"
"5802","CALL.2.2077",2,"Call Received",2013-09-06 08:54:55,"Occurance","1"
"5803","CALL.2.2078",2,"Call Received",2013-09-07 16:47:59,"Occurance","1"
"5804","CALL.2.2079",2,"Call Received",2013-09-08 22:14:17,"Occurance","1"
"5805","CALL.2.2080",2,"Call Received",2013-09-09 01:24:35,"Occurance","1"
"5806","CALL.2.2081",2,"Call Received",2013-09-10 18:06:02,"Occurance","1"
"5807","CALL.2.2082",2,"Call Received",2013-09-10 18:44:56,"Occurance","1"
"5808","CALL.2.2083",2,"Call Received",2013-09-11 08:29:39,"Occurance","1"
"5809","CALL.2.2084",2,"Call Received",2013-09-11 11:24:02,"Occurance","1"
"5810","CALL.2.2085",2,"Call Received",2013-09-11 11:50:30,"Occurance","1"
"5811","CALL.2.2086",2,"Call Received",2013-09-12 00:29:35,"Occurance","1"
"5812","CALL.2.2087",2,"Call Received",2013-09-12 04:34:26,"Occurance","1"
"5813","CALL.2.2088",2,"Call Received",2013-09-13 20:47:03,"Occurance","1"
"5814","CALL.2.2089",2,"Call Received",2013-09-14 04:27:47,"Occurance","1"
"5815","CALL.2.2090",2,"Call Received",2013-09-16 01:27:10,"Occurance","1"
"5816","CALL.2.2091",2,"Call Received",2013-09-16 06:00:48,"Occurance","1"
"5817","CALL.2.2092",2,"Call Received",2013-09-17 09:21:07,"Occurance","1"
"5818","CALL.2.2093",2,"Call Received",2013-09-18 21:12:52,"Occurance","1"
"5819","CALL.2.2094",2,"Call Received",2013-09-18 21:21:49,"Occurance","1"
"5820","CALL.2.2095",2,"Call Received",2013-09-20 09:48:23,"Occurance","1"
"5821","CALL.2.2096",2,"Call Received",2013-09-20 09:57:25,"Occurance","1"
"5822","CALL.2.2097",2,"Call Received",2013-09-20 09:59:43,"Occurance","1"
"5823","CALL.2.2098",2,"Call Received",2013-09-22 04:12:07,"Occurance","1"
"5824","CALL.2.2099",2,"Call Received",2013-09-23 23:47:03,"Occurance","1"
"5825","CALL.2.2100",2,"Call Received",2013-09-24 19:55:14,"Occurance","1"
"5826","CALL.2.2101",2,"Call Received",2013-09-25 10:43:43,"Occurance","1"
"5827","CALL.2.2102",2,"Call Received",2013-09-25 17:22:58,"Occurance","1"
"5828","CALL.2.2103",2,"Call Received",2013-09-26 04:24:29,"Occurance","1"
"5829","CALL.2.2104",2,"Call Received",2013-09-26 05:13:08,"Occurance","1"
"5830","CALL.2.2105",2,"Call Received",2013-09-26 22:19:04,"Occurance","1"
"5831","CALL.2.2106",2,"Call Received",2013-09-27 04:52:24,"Occurance","1"
"5832","CALL.2.2107",2,"Call Received",2013-09-27 06:10:39,"Occurance","1"
"5833","CALL.2.2108",2,"Call Received",2013-09-27 09:28:04,"Occurance","1"
"5834","CALL.2.2109",2,"Call Received",2013-09-27 10:00:51,"Occurance","1"
"5835","CALL.2.2110",2,"Call Received",2013-09-28 00:58:02,"Occurance","1"
"5836","CALL.2.2111",2,"Call Received",2013-09-28 03:08:47,"Occurance","1"
"5837","CALL.2.2112",2,"Call Received",2013-09-28 20:16:08,"Occurance","1"
"5838","CALL.2.2113",2,"Call Received",2013-09-28 21:43:38,"Occurance","1"
"5839","CALL.2.2114",2,"Call Received",2013-09-28 23:20:58,"Occurance","1"
"5840","CALL.2.2115",2,"Call Received",2013-09-29 04:23:59,"Occurance","1"
"5841","CALL.2.2116",2,"Call Received",2013-09-30 03:05:11,"Occurance","1"
"5842","CALL.2.2117",2,"Call Received",2013-10-01 06:03:45,"Occurance","1"
"5843","CALL.2.2118",2,"Call Received",2013-10-02 00:28:37,"Occurance","1"
"5844","CALL.2.2119",2,"Call Received",2013-10-02 15:35:22,"Occurance","1"
"5845","CALL.2.2120",2,"Call Received",2013-10-03 19:35:50,"Occurance","1"
"5846","CALL.2.2121",2,"Call Received",2013-10-04 03:44:12,"Occurance","1"
"5847","CALL.2.2122",2,"Call Received",2013-10-04 17:25:26,"Occurance","1"
"5848","CALL.2.2123",2,"Call Received",2013-10-04 22:52:26,"Occurance","1"
"5849","CALL.2.2124",2,"Call Received",2013-10-05 06:35:48,"Occurance","1"
"5850","CALL.2.2125",2,"Call Received",2013-10-06 17:01:13,"Occurance","1"
"5851","CALL.2.2126",2,"Call Received",2013-10-07 04:11:26,"Occurance","1"
"5852","CALL.2.2127",2,"Call Received",2013-10-07 07:33:53,"Occurance","1"
"5853","CALL.2.2128",2,"Call Received",2013-10-07 23:04:34,"Occurance","1"
"5854","CALL.2.2129",2,"Call Received",2013-10-08 03:11:28,"Occurance","1"
"5855","CALL.2.2130",2,"Call Received",2013-10-08 06:36:04,"Occurance","1"
"5856","CALL.2.2131",2,"Call Received",2013-10-08 08:08:14,"Occurance","1"
"5857","CALL.2.2132",2,"Call Received",2013-10-09 04:43:02,"Occurance","1"
"5858","CALL.2.2133",2,"Call Received",2013-10-10 02:06:24,"Occurance","1"
"5859","CALL.2.2134",2,"Call Received",2013-10-10 06:22:14,"Occurance","1"
"5860","CALL.2.2135",2,"Call Received",2013-10-10 22:37:31,"Occurance","1"
"5861","CALL.2.2136",2,"Call Received",2013-10-12 07:29:45,"Occurance","1"
"5862","CALL.2.2137",2,"Call Received",2013-10-12 13:24:44,"Occurance","1"
"5863","CALL.2.2138",2,"Call Received",2013-10-12 13:41:59,"Occurance","1"
"5864","CALL.2.2139",2,"Call Received",2013-10-13 04:54:38,"Occurance","1"
"5865","CALL.2.2140",2,"Call Received",2013-10-13 07:46:05,"Occurance","1"
"5866","CALL.2.2141",2,"Call Received",2013-10-13 16:49:59,"Occurance","1"
"5867","CALL.2.2142",2,"Call Received",2013-10-14 05:28:48,"Occurance","1"
"5868","CALL.2.2143",2,"Call Received",2013-10-14 19:54:32,"Occurance","1"
"5869","CALL.2.2144",2,"Call Received",2013-10-14 23:32:40,"Occurance","1"
"5870","CALL.2.2145",2,"Call Received",2013-10-14 23:44:07,"Occurance","1"
"5871","CALL.2.2146",2,"Call Received",2013-10-15 03:28:06,"Occurance","1"
"5872","CALL.2.2147",2,"Call Received",2013-10-16 01:32:24,"Occurance","1"
"5873","CALL.2.2148",2,"Call Received",2013-10-16 04:45:25,"Occurance","1"
"5874","CALL.2.2149",2,"Call Received",2013-10-17 14:30:26,"Occurance","1"
"5875","CALL.2.2150",2,"Call Received",2013-10-17 20:46:28,"Occurance","1"
"5876","CALL.2.2151",2,"Call Received",2013-10-17 23:53:13,"Occurance","1"
"5877","CALL.2.2152",2,"Call Received",2013-10-18 07:37:13,"Occurance","1"
"5878","CALL.2.2153",2,"Call Received",2013-10-18 09:12:11,"Occurance","1"
"5879","CALL.2.2154",2,"Call Received",2013-10-18 13:52:13,"Occurance","1"
"5880","CALL.2.2155",2,"Call Received",2013-10-19 03:55:14,"Occurance","1"
"5881","CALL.2.2156",2,"Call Received",2013-10-20 20:59:42,"Occurance","1"
